Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Male,Single,Farmer,Dowa,1,SME,Email,774,5,8968391,84903.33,4,2,53,0
Female,Married,Teacher,Mulanje,19,SME,Email,635,3,3485178,0.0,4,1,32,0
Male,Married,Businessperson,Chitipa,4,Retail,Email,317,2,2985351,0.0,1,1,20,0
Male,Single,Businessperson,Chitipa,1,SME,Email,333,1,1714083,0.0,2,4,40,0
Male,Single,Engineer,Ntchisi,17,Corporate,Phone,597,18,2587296,121535.18,1,4,30,0
Male,Married,Civil Servant,Mwanza,5,SME,Email,797,5,1333788,116662.96,2,2,35,0
Male,Married,Banker,Chitipa,17,Retail,Email,573,12,8650700,0.0,2,3,60,0
Female,Single,Student,Mulanje,12,SME,Email,362,20,5818826,124829.16,3,3,49,0
Female,Divorced,Civil Servant,Chitipa,12,SME,Phone,822,3,5123310,155180.56,4,4,36,0
Female,Married,Teacher,Chiradzulu,1,SME,Phone,474,12,5984989,108262.87,3,4,32,0
Male,Divorced,Banker,Chikwawa,9,Corporate,Email,754,16,4737146,0.0,2,5,40,0
Male,Married,Driver,Phalombe,11,SME,Phone,543,5,7938664,0.0,2,0,38,0
Male,Divorced,Civil Servant,Karonga,15,Retail,Email,380,17,922101,0.0,1,5,48,1
Male,Divorced,Engineer,Thyolo,5,Retail,Phone,441,17,1140378,99812.88,3,1,38,0
Male,Divorced,Civil Servant,Karonga,4,SME,Phone,551,9,8681407,132164.26,3,3,35,0
Male,Divorced,Businessperson,Nkhata Bay,5,Corporate,Phone,815,6,2689447,103583.05,2,3,45,1
Male,Single,Businessperson,Chikwawa,5,SME,Email,395,15,3192624,142406.43,1,4,39,0
Male,Married,Businessperson,Mchinji,14,SME,Email,812,18,5949943,99842.5,1,1,38,1
Female,Married,Businessperson,Dedza,19,Retail,Phone,628,7,2272196,0.0,4,4,41,0
Male,Married,Farmer,Balaka,10,Retail,Phone,696,18,2322511,0.0,3,4,41,0
Female,Divorced,Student,Neno,9,Retail,Email,843,17,7333739,81042.42,2,5,39,0
Female,Married,Driver,Salima,17,SME,Email,397,18,2565273,0.0,1,2,48,1
Male,Married,Civil Servant,Dedza,1,Retail,Email,824,12,6001669,0.0,1,3,40,0
Male,Married,Businessperson,Karonga,2,Retail,Email,579,11,8155798,199689.49,4,1,53,1
Male,Single,Civil Servant,Karonga,11,Retail,Email,578,18,9964887,142645.43,4,4,33,0
Female,Married,Student,Mzimba,2,Corporate,Email,544,13,6713069,0.0,1,0,75,0
Female,Divorced,Civil Servant,Balaka,11,SME,Email,570,9,8667628,110219.14,3,2,45,1
Male,Married,Farmer,Nsanje,15,SME,Phone,689,13,8040029,0.0,4,4,51,0
Male,Married,Farmer,Balaka,8,SME,Phone,557,14,8196016,0.0,1,5,25,0
Male,Divorced,Teacher,Rumphi,11,Corporate,Email,662,8,7191105,0.0,2,0,32,0
Male,Married,Banker,Likoma,12,SME,Email,377,17,2325095,142072.02,2,1,45,0
Female,Single,Student,Zomba,13,Corporate,Email,367,11,26572,0.0,1,4,25,0
Male,Single,Civil Servant,Blantyre,2,Retail,Phone,429,12,4187663,149564.61,3,2,33,0
Female,Single,Driver,Machinga,7,Retail,Email,578,4,7989523,0.0,2,5,43,0
Male,Married,Farmer,Thyolo,4,SME,Phone,345,20,636449,153366.13,4,5,37,0
Male,Single,Farmer,Balaka,12,Corporate,Email,369,11,2698389,76467.16,1,2,21,0
Female,Single,Banker,Mangochi,7,Corporate,Phone,827,5,6963961,121508.28,1,1,26,0
Female,Single,Engineer,Nkhotakota,15,Corporate,Phone,400,20,1060447,0.0,1,1,27,0
Male,Divorced,Engineer,Phalombe,20,SME,Phone,416,16,1676849,73211.12,3,1,36,1
Male,Married,Businessperson,Balaka,4,SME,Phone,745,4,4207292,0.0,1,4,22,0
Female,Married,Engineer,Phalombe,6,Retail,Email,810,13,4236211,0.0,1,0,55,0
Male,Married,Teacher,Salima,7,SME,Phone,576,3,4363038,92674.94,2,0,38,0
Male,Married,Teacher,Ntcheu,7,Corporate,Email,402,12,2141258,96196.24,2,3,52,1
Female,Single,Teacher,Lilongwe,2,SME,Phone,650,10,4066490,114391.62,1,2,36,0
Male,Married,Student,Chikwawa,14,Corporate,Email,733,6,1233962,80262.66,4,0,32,0
Female,Divorced,Student,Dowa,11,SME,Email,356,1,873275,173331.52,1,2,33,0
Female,Married,Teacher,Kasungu,9,Retail,Phone,566,9,3173673,147285.52,2,2,35,0
Male,Single,Driver,Likoma,20,SME,Phone,308,14,3923131,119785.47,3,2,67,0
Female,Divorced,Farmer,Nkhotakota,8,Retail,Email,544,2,3389932,140137.15,1,0,36,0
Female,Single,Banker,Nsanje,12,Corporate,Phone,470,2,4819568,107467.56,2,0,52,1
Female,Single,Nurse,Neno,18,SME,Phone,516,18,709438,98218.04,2,4,37,1
Female,Divorced,Nurse,Machinga,14,SME,Email,366,15,1244671,133607.75,4,0,35,0
Male,Single,Banker,Dowa,9,SME,Email,805,7,3324749,0.0,1,1,37,0
Female,Single,Teacher,Machinga,6,SME,Email,567,12,5395391,95139.41,4,4,38,0
Female,Single,Student,Dedza,8,SME,Email,360,7,9294604,0.0,4,2,29,0
Male,Single,Banker,Kasungu,4,SME,Phone,629,15,6374404,0.0,4,5,42,0
Female,Married,Student,Likoma,12,Retail,Email,324,6,3979112,0.0,4,5,37,0
Female,Single,Businessperson,Nsanje,15,Retail,Phone,449,5,786540,97331.19,1,2,26,0
Male,Divorced,Nurse,Thyolo,11,Retail,Email,580,18,8160995,139265.63,3,4,37,0
Female,Married,Civil Servant,Mchinji,20,SME,Email,744,16,6037589,0.0,3,1,31,0
Male,Married,Businessperson,Zomba,16,SME,Phone,659,2,8296771,168094.01,2,3,34,0
Female,Married,Banker,Dowa,12,Retail,Email,795,16,9633977,131563.88,3,5,30,0
Male,Divorced,Nurse,Chikwawa,15,Corporate,Phone,764,7,6746152,0.0,2,0,44,0
Male,Married,Driver,Balaka,13,Retail,Email,453,5,9945979,0.0,1,5,50,0
Male,Married,Nurse,Dedza,16,Retail,Phone,453,3,2216173,0.0,3,3,31,0
Male,Married,Teacher,Mwanza,16,SME,Email,441,20,5911203,107363.29,1,0,47,0
Female,Divorced,Student,Mulanje,4,Corporate,Email,590,8,460187,94493.03,1,4,33,0
Female,Divorced,Banker,Phalombe,5,SME,Phone,604,17,6360129,170214.23,2,2,29,0
Male,Single,Student,Neno,2,Retail,Phone,624,12,7790359,139781.06,2,5,52,1
Female,Divorced,Student,Mangochi,16,SME,Email,454,15,6018722,0.0,4,5,35,0
Female,Single,Businessperson,Nsanje,2,SME,Email,491,6,9416288,148610.41,2,4,26,1
Male,Divorced,Student,Zomba,15,Corporate,Phone,824,16,5359334,170241.7,3,1,73,0
Female,Married,Teacher,Zomba,1,SME,Email,577,9,5583467,128306.83,3,4,33,0
Female,Single,Teacher,Nkhotakota,7,SME,Phone,619,9,4170814,0.0,2,0,47,0
Female,Single,Engineer,Chiradzulu,11,SME,Phone,614,17,9718828,0.0,2,4,35,0
Male,Divorced,Teacher,Mzimba,15,Corporate,Email,631,16,4436403,175454.0,3,1,32,0
Male,Single,Engineer,Mulanje,3,Corporate,Phone,570,5,1461061,0.0,3,4,41,0
Female,Divorced,Teacher,Mchinji,2,Retail,Phone,834,10,5732485,100885.93,3,0,22,0
Male,Divorced,Student,Mchinji,14,Corporate,Email,752,9,3591306,93320.8,2,0,69,0
Male,Divorced,Driver,Rumphi,6,Retail,Phone,655,8,866298,63176.44,4,2,38,0
Male,Married,Engineer,Salima,16,Corporate,Email,471,11,2718160,139451.67,2,5,33,0
Female,Married,Nurse,Karonga,16,Retail,Phone,769,3,209370,49113.75,2,4,52,0
Male,Married,Businessperson,Chitipa,8,SME,Email,651,10,8626651,123906.22,3,0,32,1
Female,Single,Nurse,Nkhotakota,18,Retail,Email,554,20,5211916,0.0,1,2,40,0
Male,Single,Banker,Ntcheu,12,SME,Phone,772,10,4793013,0.0,2,5,28,0
Female,Divorced,Farmer,Chikwawa,7,Corporate,Email,800,18,5172174,131441.51,3,5,52,1
Male,Divorced,Businessperson,Balaka,8,Retail,Email,708,8,3717711,0.0,1,2,56,1
Male,Single,Nurse,Lilongwe,11,Corporate,Email,655,17,8440570,136325.48,3,1,57,1
Female,Married,Farmer,Lilongwe,1,Corporate,Phone,545,8,3797930,113150.44,3,1,38,1
Female,Single,Student,Machinga,13,Retail,Phone,318,13,7467024,0.0,2,4,42,0
Female,Married,Nurse,Mangochi,7,Retail,Email,365,14,7559501,0.0,2,1,33,0
Female,Married,Banker,Ntcheu,3,Retail,Phone,587,18,1200814,102785.16,1,4,46,0
Male,Divorced,Nurse,Machinga,20,Corporate,Phone,546,8,256265,83264.28,1,1,34,0
Male,Single,Driver,Mangochi,20,Retail,Email,726,1,7357282,72252.64,1,0,41,0
Female,Single,Engineer,Thyolo,3,Retail,Email,620,18,9544974,148051.52,2,5,29,0
Female,Married,Student,Kasungu,14,Retail,Email,601,6,4786238,138489.66,3,0,76,0
Male,Single,Driver,Phalombe,1,Corporate,Email,603,2,3896057,0.0,4,0,63,0
Male,Divorced,Driver,Mwanza,17,Corporate,Email,656,2,2046021,111589.33,2,2,32,0
Female,Married,Student,Mchinji,15,Retail,Phone,709,4,368455,122104.79,4,1,39,1
Male,Married,Banker,Karonga,11,Corporate,Phone,462,12,5644460,96106.83,1,3,32,0
Male,Married,Engineer,Dedza,6,Retail,Phone,590,11,7243040,115930.87,3,0,42,0
Female,Married,Engineer,Phalombe,12,SME,Email,721,9,9942870,124513.66,1,0,37,0
Female,Single,Driver,Nsanje,8,Corporate,Email,734,4,1572615,0.0,2,3,54,1
Male,Divorced,Farmer,Lilongwe,5,SME,Phone,365,18,8466514,0.0,4,3,46,0
Male,Divorced,Teacher,Rumphi,13,Corporate,Email,682,4,2039933,0.0,3,0,33,1
Male,Single,Engineer,Mwanza,4,SME,Phone,755,3,8912068,100988.39,2,0,35,0
Male,Single,Civil Servant,Nsanje,17,SME,Email,756,20,3878863,118577.24,1,0,44,0
Male,Single,Engineer,Mwanza,15,Retail,Email,423,20,7400585,0.0,1,4,28,0
Male,Single,Civil Servant,Neno,13,SME,Email,460,3,2111185,0.0,4,4,27,0
Female,Married,Farmer,Nkhata Bay,13,SME,Email,597,4,948043,0.0,1,4,39,1
Female,Married,Farmer,Mangochi,2,Corporate,Email,554,15,3468869,0.0,2,2,28,0
Female,Divorced,Farmer,Blantyre,5,Retail,Email,618,16,1862233,0.0,4,3,26,0
Female,Single,Farmer,Nsanje,2,Corporate,Email,342,12,8027583,113311.11,2,1,42,0
Female,Divorced,Teacher,Phalombe,4,Retail,Email,711,1,4113495,0.0,3,2,41,0
Male,Married,Teacher,Dedza,15,SME,Phone,307,3,1165027,0.0,4,5,32,0
Male,Divorced,Businessperson,Blantyre,12,SME,Email,372,17,6327360,124365.42,2,4,20,1
Male,Divorced,Driver,Mchinji,12,Retail,Email,417,1,6869065,147249.29,3,5,42,0
Male,Married,Nurse,Balaka,1,Corporate,Phone,386,19,4674297,103688.19,4,5,36,0
Female,Single,Farmer,Dedza,12,SME,Phone,565,1,6527672,138740.24,4,5,29,0
Male,Divorced,Banker,Blantyre,7,SME,Phone,809,17,8992468,111900.14,1,3,39,0
Female,Single,Engineer,Nkhotakota,13,Retail,Email,522,20,8958567,152760.24,1,3,37,0
Male,Single,Driver,Dedza,3,Retail,Phone,421,4,3465026,143966.3,3,1,31,1
Male,Divorced,Teacher,Neno,9,Retail,Phone,492,6,9164631,141556.96,2,0,51,0
Female,Single,Teacher,Dedza,7,Corporate,Phone,438,17,6056727,0.0,2,3,43,0
Female,Married,Driver,Mulanje,18,Corporate,Email,669,19,8852562,0.0,4,4,33,0
Female,Married,Driver,Mwanza,10,Retail,Email,725,15,2612634,0.0,3,0,46,0
Male,Divorced,Driver,Nkhotakota,17,Retail,Phone,676,16,8426431,0.0,3,1,30,0
Female,Divorced,Driver,Mulanje,4,Retail,Phone,791,15,9926292,0.0,3,3,41,1
Male,Single,Student,Thyolo,11,Corporate,Phone,822,7,2258327,0.0,2,2,29,0
Male,Divorced,Banker,Mangochi,10,Corporate,Phone,611,12,1743494,162560.32,3,0,25,0
Female,Single,Driver,Mzimba,10,SME,Phone,552,7,9939439,123229.46,2,0,29,0
Male,Married,Nurse,Rumphi,4,SME,Phone,710,9,4202512,76665.71,1,0,31,0
Male,Single,Student,Mangochi,8,SME,Phone,668,1,2654228,140278.99,2,1,38,1
Female,Single,Student,Mzimba,12,SME,Phone,453,4,7794569,0.0,2,0,51,0
Male,Divorced,Driver,Nkhotakota,13,Corporate,Phone,491,17,9139485,115764.32,2,2,46,0
Male,Single,Civil Servant,Phalombe,17,Retail,Phone,424,12,1857269,131142.53,1,2,36,0
Male,Single,Banker,Mchinji,15,Corporate,Email,702,7,1815595,68375.27,1,5,45,1
Female,Single,Driver,Dedza,7,SME,Email,488,3,9959349,117833.3,3,3,39,1
Female,Single,Nurse,Neno,3,SME,Email,584,6,1706270,0.0,3,1,36,0
Male,Single,Civil Servant,Phalombe,8,Corporate,Email,477,10,370190,0.0,2,5,34,0
Male,Married,Teacher,Nsanje,14,SME,Phone,691,12,897950,0.0,4,3,45,1
Male,Married,Banker,Dedza,11,SME,Phone,518,18,850267,111093.01,4,0,30,0
Male,Divorced,Banker,Nsanje,11,Corporate,Phone,821,9,6783903,132657.55,2,4,42,0
Female,Married,Nurse,Rumphi,15,Retail,Email,661,12,5702146,128882.49,2,2,56,1
Male,Divorced,Student,Dowa,11,Corporate,Email,452,3,4291968,69129.59,3,5,59,0
Male,Married,Businessperson,Balaka,15,SME,Phone,372,8,3557354,0.0,2,4,37,0
Male,Single,Businessperson,Mangochi,3,SME,Email,379,3,9595699,121404.64,3,3,39,0
Female,Married,Driver,Zomba,18,SME,Email,817,9,7043813,131355.3,4,0,45,1
Female,Married,Businessperson,Phalombe,10,Corporate,Email,713,6,5407296,102097.33,4,4,35,0
Male,Divorced,Driver,Mwanza,20,SME,Phone,829,7,967994,154863.15,1,3,40,0
Female,Single,Driver,Phalombe,2,Retail,Email,780,17,8425582,99945.93,1,4,41,0
Male,Single,Teacher,Rumphi,15,Retail,Phone,512,1,7813952,121704.32,4,1,39,0
Female,Single,Businessperson,Nkhotakota,20,Retail,Email,586,4,7868087,0.0,4,5,43,0
Male,Divorced,Civil Servant,Kasungu,3,Retail,Phone,750,20,8559085,138782.76,2,1,35,0
Male,Single,Businessperson,Salima,8,Retail,Email,486,12,5070314,0.0,1,5,35,0
Male,Divorced,Teacher,Mangochi,2,Corporate,Email,440,18,2553864,136291.71,2,2,30,0
Male,Married,Engineer,Mzimba,15,SME,Phone,415,13,3848861,107856.57,4,2,42,0
Female,Single,Banker,Machinga,8,Retail,Email,312,20,7627145,108348.66,4,4,26,1
Male,Single,Farmer,Rumphi,9,Corporate,Email,651,8,4793293,93871.95,3,3,47,1
Female,Married,Student,Rumphi,18,Retail,Email,648,5,4785513,0.0,2,4,45,1
Male,Married,Civil Servant,Ntchisi,17,Retail,Phone,779,20,1396304,125860.2,1,0,19,0
Male,Single,Banker,Mzimba,7,Corporate,Phone,736,15,461062,172713.44,1,5,49,0
Female,Single,Driver,Mulanje,1,Retail,Email,773,11,5234945,0.0,2,3,51,0
Female,Single,Student,Mwanza,15,Corporate,Phone,361,11,9423627,0.0,3,0,59,0
Female,Divorced,Businessperson,Chiradzulu,12,Corporate,Phone,779,9,3709123,130786.92,3,0,39,0
Female,Divorced,Student,Rumphi,9,Corporate,Email,544,6,4676331,112367.34,3,0,29,0
Female,Divorced,Banker,Chikwawa,6,Corporate,Phone,650,15,2458106,91091.06,1,2,45,0
Female,Married,Civil Servant,Mchinji,3,Retail,Email,766,13,8103728,106198.5,2,5,26,0
Male,Married,Civil Servant,Ntcheu,11,Retail,Email,594,15,6410662,142669.93,3,1,47,0
Male,Married,Driver,Lilongwe,11,SME,Phone,620,2,6456840,112833.35,1,1,33,0
Female,Single,Engineer,Dowa,10,Corporate,Phone,583,14,6878022,0.0,4,0,40,0
Female,Single,Driver,Ntchisi,11,Corporate,Phone,743,10,5399227,0.0,4,0,43,0
Female,Divorced,Businessperson,Dowa,11,Corporate,Phone,390,11,912222,104336.43,2,2,32,0
Male,Single,Businessperson,Rumphi,14,Corporate,Email,698,13,5406803,104305.74,1,2,55,0
Male,Single,Teacher,Nkhata Bay,12,Corporate,Email,710,6,51855,140187.1,3,1,47,0
Male,Divorced,Businessperson,Nsanje,6,SME,Email,393,8,6237570,0.0,2,3,39,0
Female,Divorced,Driver,Mwanza,11,SME,Email,661,6,7651545,114959.12,2,4,45,1
Male,Divorced,Farmer,Zomba,18,Retail,Phone,737,16,4108598,164704.38,3,1,33,1
Male,Married,Nurse,Neno,17,Corporate,Phone,506,14,7976016,119096.55,4,4,62,0
Male,Divorced,Teacher,Mzimba,11,Corporate,Phone,704,8,2470645,0.0,4,4,31,0
Male,Divorced,Engineer,Phalombe,19,SME,Email,849,16,9971652,0.0,3,2,47,1
Male,Married,Teacher,Neno,3,Corporate,Phone,613,4,3928530,0.0,4,1,30,0
Female,Married,Teacher,Zomba,15,Corporate,Phone,415,4,4556610,115465.28,1,3,41,0
Female,Divorced,Student,Kasungu,3,SME,Phone,369,5,8613399,0.0,2,2,27,0
Male,Divorced,Civil Servant,Likoma,10,Retail,Phone,776,2,5062743,184926.61,1,1,43,0
Male,Single,Driver,Machinga,4,SME,Phone,624,5,1939463,85957.88,1,4,43,0
Male,Divorced,Civil Servant,Dedza,9,Corporate,Phone,704,9,9012480,114084.6,1,2,32,0
Female,Single,Student,Dowa,10,Retail,Phone,816,8,310733,166930.76,3,4,29,0
Female,Single,Farmer,Machinga,15,Corporate,Phone,801,8,8719784,0.0,3,2,27,0
Male,Divorced,Banker,Phalombe,14,Retail,Email,541,11,7629789,0.0,3,5,29,0
Female,Married,Engineer,Nkhata Bay,6,Corporate,Phone,794,9,4148836,107193.82,3,5,38,0
Male,Divorced,Farmer,Lilongwe,6,Corporate,Phone,387,15,1295196,116275.12,4,0,36,0
Female,Married,Teacher,Mzimba,10,Retail,Phone,684,4,6235132,0.0,1,4,27,0
Male,Single,Businessperson,Machinga,1,Corporate,Phone,646,2,1333601,91068.56,2,0,39,0
Male,Single,Teacher,Dedza,20,Corporate,Email,758,5,6943445,123049.21,1,5,41,0
Female,Single,Farmer,Zomba,9,SME,Phone,512,1,3823464,0.0,4,2,39,0
Male,Single,Nurse,Mwanza,13,SME,Phone,795,18,2347507,0.0,4,4,40,0
Female,Divorced,Businessperson,Ntcheu,14,Retail,Phone,388,7,183349,137781.65,1,3,42,0
Female,Single,Engineer,Ntcheu,9,SME,Phone,461,13,3346214,108128.96,1,5,48,0
Male,Divorced,Student,Blantyre,14,Retail,Email,698,7,2405113,105317.73,3,3,39,0
Male,Single,Nurse,Likoma,1,Retail,Phone,552,19,2038174,80569.73,4,2,20,0
Female,Single,Teacher,Blantyre,16,Corporate,Phone,555,13,3774818,174852.89,2,3,22,0
Female,Single,Nurse,Mangochi,17,Retail,Email,612,11,8420054,89158.94,3,3,45,1
Female,Single,Nurse,Rumphi,11,Corporate,Email,662,19,2623147,0.0,4,1,85,0
Male,Divorced,Businessperson,Nsanje,4,SME,Phone,390,5,4809906,89800.14,1,2,36,0
Male,Divorced,Teacher,Karonga,16,Corporate,Phone,327,11,5773913,101207.75,4,2,45,1
Male,Single,Nurse,Nkhata Bay,18,SME,Email,834,16,8764450,106086.42,1,3,43,0
Male,Single,Businessperson,Chitipa,1,SME,Phone,330,18,9786773,0.0,4,4,21,0
Male,Married,Teacher,Mwanza,9,SME,Phone,811,17,484394,0.0,2,1,47,0
Female,Single,Teacher,Kasungu,19,Retail,Phone,399,17,163510,101440.36,3,4,26,0
Male,Married,Engineer,Ntchisi,5,SME,Email,623,3,5522690,0.0,1,2,38,0
Male,Single,Businessperson,Rumphi,5,Corporate,Email,815,3,7347772,106603.74,2,5,34,0
Female,Divorced,Civil Servant,Likoma,12,Retail,Email,370,9,1728865,130420.2,2,5,29,0
Female,Married,Civil Servant,Ntchisi,9,Retail,Email,798,2,9884951,0.0,4,3,38,0
Male,Married,Student,Machinga,6,SME,Phone,419,14,5743543,45022.23,2,0,29,0
Male,Married,Businessperson,Kasungu,17,Corporate,Email,601,8,7852075,74298.43,2,5,27,0
Female,Single,Businessperson,Likoma,11,Corporate,Phone,522,14,5453270,133003.03,2,0,31,1
Male,Single,Banker,Mulanje,14,Retail,Email,505,18,8909783,0.0,3,2,48,0
Female,Married,Student,Nkhotakota,19,SME,Email,329,12,3523620,136689.66,4,1,37,0
Male,Single,Engineer,Mulanje,3,Retail,Email,520,14,5029381,0.0,1,2,32,0
Female,Single,Civil Servant,Chiradzulu,8,Corporate,Phone,690,9,7280099,0.0,3,3,44,1
Male,Married,Driver,Mchinji,11,SME,Phone,362,16,2985263,102520.37,2,1,53,0
Male,Single,Teacher,Chitipa,16,Corporate,Phone,676,2,8830472,0.0,2,5,35,0
Female,Married,Farmer,Mulanje,20,SME,Email,827,19,8275695,0.0,3,5,34,0
Male,Divorced,Engineer,Chitipa,5,Corporate,Email,425,8,5732261,88382.01,3,3,67,0
Male,Married,Civil Servant,Chitipa,17,SME,Email,314,10,6020252,115049.15,4,4,44,0
Male,Divorced,Farmer,Thyolo,18,Retail,Phone,827,10,6902783,104796.54,4,0,58,0
Male,Single,Teacher,Ntchisi,5,Corporate,Email,425,14,7828391,123082.08,4,1,33,0
Female,Single,Nurse,Nkhata Bay,1,SME,Phone,782,19,2940187,0.0,4,1,58,0
Female,Divorced,Civil Servant,Lilongwe,15,Retail,Phone,426,12,3505913,0.0,4,1,33,0
Female,Married,Engineer,Blantyre,10,Corporate,Email,533,1,6335048,0.0,1,1,43,0
Male,Single,Banker,Likoma,6,Corporate,Phone,454,10,1693591,88311.48,3,4,33,0
Female,Divorced,Businessperson,Machinga,10,Retail,Email,562,11,288531,0.0,1,5,40,0
Male,Divorced,Civil Servant,Nkhata Bay,17,Corporate,Phone,374,6,1741291,71872.19,4,2,32,0
Male,Single,Driver,Blantyre,9,Corporate,Phone,540,20,8537230,110046.93,3,4,35,0
Male,Single,Banker,Chiradzulu,9,Corporate,Phone,671,15,3192968,104430.08,2,0,42,0
Female,Divorced,Farmer,Dedza,14,Corporate,Email,798,10,8494248,0.0,1,3,28,0
Male,Married,Civil Servant,Chiradzulu,5,Retail,Email,536,15,1962309,138653.51,1,4,31,0
Female,Married,Farmer,Zomba,3,Corporate,Email,775,11,7180582,102575.04,2,5,31,0
Male,Single,Engineer,Blantyre,9,SME,Phone,519,17,3481522,137780.74,1,2,43,1
Male,Divorced,Teacher,Mwanza,15,SME,Email,624,19,7194941,0.0,1,4,32,0
Male,Divorced,Banker,Karonga,10,Corporate,Email,405,13,2732260,0.0,4,5,32,0
Female,Divorced,Teacher,Thyolo,5,Retail,Phone,638,13,7726661,105209.54,1,2,30,0
Female,Married,Businessperson,Machinga,7,Retail,Email,458,6,8023668,109570.21,4,4,32,0
Female,Divorced,Teacher,Machinga,6,Retail,Email,343,7,6865104,118715.86,1,0,44,1
Male,Married,Engineer,Machinga,4,Corporate,Phone,753,11,6620446,0.0,1,0,35,0
Female,Single,Banker,Ntchisi,12,SME,Phone,570,19,940167,153393.18,4,0,43,0
Male,Divorced,Driver,Rumphi,16,Corporate,Phone,560,17,8918151,132603.36,3,1,33,0
Female,Divorced,Teacher,Mulanje,16,SME,Email,617,15,36635,0.0,2,1,36,0
Female,Single,Businessperson,Dowa,4,Corporate,Phone,314,19,9361653,129398.01,1,1,34,0
Male,Single,Student,Mchinji,14,Retail,Email,820,10,2379596,0.0,3,3,28,0
Male,Divorced,Businessperson,Mangochi,7,Retail,Phone,849,14,7312078,151352.74,2,1,29,0
Female,Divorced,Student,Phalombe,3,Retail,Phone,550,13,5845005,136836.49,3,4,44,1
Male,Married,Nurse,Salima,14,SME,Email,384,19,8911519,91592.06,3,0,40,1
Female,Divorced,Driver,Dedza,5,Corporate,Email,454,19,8512537,0.0,2,5,30,0
Female,Divorced,Banker,Kasungu,12,Corporate,Email,456,15,2279554,0.0,3,0,54,1
Female,Single,Teacher,Ntcheu,20,Corporate,Email,625,6,7760931,0.0,2,5,22,0
Male,Divorced,Engineer,Zomba,17,Corporate,Email,647,20,1337366,165536.28,1,3,36,0
Male,Divorced,Nurse,Chitipa,11,Retail,Email,820,19,8255883,62482.95,2,1,25,0
Male,Single,Businessperson,Nkhata Bay,17,Retail,Email,473,4,9563007,68155.59,1,4,40,0
Female,Married,Teacher,Karonga,13,Corporate,Email,411,5,2719804,55853.33,4,3,43,1
Male,Single,Engineer,Machinga,2,Corporate,Email,718,17,9245837,0.0,4,2,37,0
Female,Divorced,Civil Servant,Balaka,5,Retail,Phone,436,19,8681307,79589.43,3,4,31,0
Male,Married,Civil Servant,Lilongwe,9,SME,Email,729,5,2196999,100880.76,3,2,41,0
Female,Divorced,Civil Servant,Ntchisi,19,SME,Email,754,15,8197498,174330.35,3,5,25,0
Male,Divorced,Teacher,Phalombe,18,SME,Email,615,9,4551328,143390.51,2,0,19,0
Male,Divorced,Civil Servant,Kasungu,20,Retail,Phone,801,13,4050485,91415.76,1,2,59,1
Male,Married,Businessperson,Zomba,3,Corporate,Email,741,18,8587239,134366.42,1,3,30,0
Female,Divorced,Businessperson,Dowa,12,Corporate,Email,460,4,3139459,0.0,4,3,24,0
Male,Single,Businessperson,Dedza,10,Retail,Phone,419,19,9928097,88786.81,2,2,60,0
Male,Single,Businessperson,Mwanza,7,SME,Email,726,6,5170099,96814.46,1,1,35,0
Male,Married,Civil Servant,Mulanje,1,SME,Phone,514,5,5904808,160680.41,3,0,32,0
Female,Single,Driver,Mzimba,4,Retail,Email,818,12,7712976,0.0,2,1,29,0
Female,Married,Driver,Nkhotakota,17,Corporate,Email,328,20,3886854,0.0,4,2,47,0
Male,Divorced,Farmer,Nkhata Bay,13,SME,Email,619,18,3565079,145537.21,1,0,31,0
Female,Married,Nurse,Chiradzulu,15,Corporate,Phone,473,16,4198651,0.0,3,0,28,1
Female,Single,Nurse,Thyolo,10,SME,Email,460,6,4961379,0.0,4,3,45,0
Female,Married,Teacher,Balaka,16,Retail,Phone,397,13,7876649,119370.11,2,5,30,1
Female,Single,Nurse,Mwanza,7,Corporate,Email,318,18,1788640,0.0,1,5,28,0
Female,Single,Banker,Salima,8,SME,Phone,686,9,5473804,134381.52,3,0,47,1
Female,Divorced,Banker,Mulanje,4,Corporate,Phone,550,16,5550060,114888.74,4,2,74,1
Male,Married,Driver,Kasungu,18,Corporate,Email,809,10,5093348,149332.48,2,4,42,0
Female,Divorced,Student,Likoma,15,Corporate,Email,465,19,9831516,105061.74,4,0,40,1
